_id	user	session_id	date	ua	screen	screenh	windoww	windowh	documentw	documenth
5e4a94cc4d1e4ccaca5e0fd8	Alluserspreauth	366778257	2020-02-17 14:27:40.649839	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0	1920	1080	1853	951	1853	951
5e4a951b4d1e4ccaca5e14dd	User9	366778367	2020-02-17 14:28:59.684143	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0	1920	1080	1853	951	1853	951
5e4a95454d1e4ccaca5e16e9	User6	366778425	2020-02-17 14:29:41.216434	Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36	1920	1080	1850	981	1850	981
5e4a98564d1e4ccaca5e2112	User9	366779670	2020-02-17 14:42:46.023495	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0	1920	1080	1853	951	1853	951
5e4a98864d1e4ccaca5e212e	User9	366779747	2020-02-17 14:43:34.357068	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0	1920	1080	1853	951	1853	951
5e4a98884d1e4ccaca5e2135	User9	366779752	2020-02-17 14:43:36.182529	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0	1920	1080	1853	951	1853	951
5e4a988d4d1e4ccaca5e213e	User9	366779761	2020-02-17 14:43:41.437758	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0	1920	1080	1853	951	1853	951
5e4a98954d1e4ccaca5e214a	Alluserspreauth	366779772	2020-02-17 14:43:49.739657	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0	1920	1080	1853	951	1853	951
5e4a989d4d1e4ccaca5e2199	User9	366779789	2020-02-17 14:43:57.663750	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0	1920	1080	1853	951	1853	951
5e4a98cf4d1e4ccaca5e21dd	User9	366779869	2020-02-17 14:44:47.564317	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0	1920	1080	1853	951	1853	951
5e4a98f84d1e4ccaca5e220c	User9	366779934	2020-02-17 14:45:28.104815	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0	1920	1080	1853	951	1853	951
5e4a98fd4d1e4ccaca5e2213	User9	366779942	2020-02-17 14:45:33.357758	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0	1920	1080	1853	951	1853	951
5e4a99024d1e4ccaca5e221e	User9	366779951	2020-02-17 14:45:38.991013	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0	1920	1080	1853	951	1853	951
5e4a990c4d1e4ccaca5e2225	User9	366779967	2020-02-17 14:45:48.702483	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0	1920	1080	1853	951	1853	951
5e4a99164d1e4ccaca5e2234	User9	366779984	2020-02-17 14:45:58.006375	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0	1920	1080	1853	951	1853	951
5e4a99174d1e4ccaca5e223a	User9	366779987	2020-02-17 14:45:59.863064	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0	1920	1080	1853	951	1853	951
5e4a99194d1e4ccaca5e2257	User9	366779992	2020-02-17 14:46:01.064359	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0	1920	1080	1853	951	1853	951
5e4a991d4d1e4ccaca5e225c	User5	366779998	2020-02-17 14:46:05.539829	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0	1920	1080	1853	951	1853	951
5e4a991e4d1e4ccaca5e227b	User9	366780000	2020-02-17 14:46:06.309907	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0	1920	1080	1853	951	1853	951
5e4a998c4d1e4ccaca5e22f6	User9	366780178	2020-02-17 14:47:56.685275	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0	1920	1080	1853	951	1853	951
5e4a99954d1e4ccaca5e2309	User5	366780190	2020-02-17 14:48:05.155172	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0	1920	1080	1853	951	1853	951
5e4a9a444d1e4ccaca5e2523	User9	366780439	2020-02-17 14:51:00.668652	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0	1760	990	1699	872	1699	872
5e4a9a5a4d1e4ccaca5e2558	User9	366780477	2020-02-17 14:51:22.350308	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0	1760	990	1699	872	1699	872
5e4aa21f4d1e4ccaca5e383b	User6	366783479	2020-02-17 15:24:31.866778	Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36	1920	1080	1850	981	1850	981
5e4aa8bc4d1e4ccaca5e97d5	User8	366786164	2020-02-17 15:52:44.106314	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0	1920	1080	1853	928	1853	928
5e4ab08e4d1e4ccaca5ea6d0	User6	366789327	2020-02-17 16:26:06.769091	Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36	1920	1080	1850	981	1850	981
5e4ab1554d1e4ccaca5ea7b8	Alluserspreauth	366789621	2020-02-17 16:29:25.421589	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36	1600	900	1584	772	1584	772
5e4ab1a04d1e4ccaca5ea94a	User10	366789740	2020-02-17 16:30:40.206804	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36	1600	900	1584	772	1584	772
5e4ab38b4d1e4ccaca5eaabc	User6	366790385	2020-02-17 16:38:51.292469	Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36	1920	1080	1850	981	1850	981
5e4ab6274d1e4ccaca5eacba	Alluserspreauth	366791190	2020-02-17 16:49:59.892177	Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/76.0.3809.132 Safari/537.36	1920	1080	1920	902	1920	902
5e4ac0504d1e4ccaca5eacd3	User6	366793791	2020-02-17 17:33:20.811242	Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.79 Safari/537.36	1920	1080	1850	981	1850	981
5e4ae6064d1e4ccaca5ead0d	User2	366801752	2020-02-17 20:14:14.054189	Mozilla/5.0 (X11; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0	1920	1080	1856	919	1856	919
5e4ae8644d1e4ccaca5ead22	Alluserspreauth	366802152	2020-02-17 20:24:20.808786	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36	1536	864	767	695	751	247
5e4ae89a4d1e4ccaca5ead2e	Alluserspreauth	366802189	2020-02-17 20:25:14.191669	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36	1536	864	767	695	767	695
5e4b94b84d1e4ccaca5ead53	Alluserspreauth	366829233	2020-02-18 08:39:36.917919	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 Safari/537.36	1536	864	1536	706	1536	706
5e4b97724d1e4ccaca5ead5f	Alluserspreauth	366829672	2020-02-18 08:51:14.465798	Mozilla/5.0 (Linux; Android 9; Mi A1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Mobile Safari/537.36	360	640	360	263	360	588
5e4b97824d1e4ccaca5eadd7	User1	366829683	2020-02-18 08:51:30.681988	Mozilla/5.0 (Linux; Android 9; Mi A1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Mobile Safari/537.36	360	640	360	560	360	560
5e4b97c64d1e4ccaca5eaecc	Alluserspreauth	366829735	2020-02-18 08:52:38.788757	Mozilla/5.0 (Linux; Android 9; Mi A3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.99 Mobile Safari/537.36	360	780	360	392	360	898
5e4b97ec4d1e4ccaca5eb015	User11	366829763	2020-02-18 08:53:16.879377	Mozilla/5.0 (Linux; Android 9; Mi A3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.99 Mobile Safari/537.36	360	780	360	641	360	641
5e4b989a4d1e4ccaca5eb23e	User11	366829919	2020-02-18 08:56:10.188577	Mozilla/5.0 (Linux; Android 9; Mi A3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.99 Mobile Safari/537.36	360	780	360	344	360	588
5e4b98ac4d1e4ccaca5eb2ce	User11	366829934	2020-02-18 08:56:28.922441	Mozilla/5.0 (Linux; Android 9; Mi A3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.99 Mobile Safari/537.36	360	780	360	641	360	641
5e4b98c94d1e4ccaca5eb305	User11	366829957	2020-02-18 08:56:57.963917	Mozilla/5.0 (Linux; Android 9; Mi A3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.99 Mobile Safari/537.36	360	780	360	344	360	588
5e4b999a4d1e4ccaca5eb480	User11	366830144	2020-02-18 09:00:26.326784	Mozilla/5.0 (Linux; Android 9; Mi A3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.99 Mobile Safari/537.36	360	780	360	344	360	588
5e4b99a44d1e4ccaca5eb4a2	User11	366830154	2020-02-18 09:00:36.185694	Mozilla/5.0 (Linux; Android 9; Mi A3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.99 Mobile Safari/537.36	360	780	360	641	360	641
5e4b99ec4d1e4ccaca5eb6ba	User11	366830226	2020-02-18 09:01:48.350677	Mozilla/5.0 (Linux; Android 9; Mi A3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.99 Mobile Safari/537.36	360	780	360	344	360	588
5e4b99f64d1e4ccaca5eb6dc	User11	366830235	2020-02-18 09:01:58.479733	Mozilla/5.0 (Linux; Android 9; Mi A3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.99 Mobile Safari/537.36	360	780	360	641	360	641
5e4b9ad34d1e4ccaca5eb811	User1	366830467	2020-02-18 09:05:39.760549	Mozilla/5.0 (Linux; Android 9; Mi A1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Mobile Safari/537.36	360	640	360	355	360	355
5e4b9adf4d1e4ccaca5eb83e	Alluserspreauth	366830476	2020-02-18 09:05:51.015149	Mozilla/5.0 (Android 9; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0	360	736	360	390	360	589
5e4b9aea4d1e4ccaca5eb924	User2	366830489	2020-02-18 09:06:02.352611	Mozilla/5.0 (Android 9; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0	360	736	360	680	360	680
5e4b9ca74d1e4ccaca5ebf9c	User1	366830786	2020-02-18 09:13:27.055476	Mozilla/5.0 (Linux; Android 9; Mi A1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Mobile Safari/537.36	360	640	360	560	360	560
5e4b9e344d1e4ccaca5ec68a	User2	366831083	2020-02-18 09:20:04.407914	Mozilla/5.0 (Android 9; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0	360	736	360	680	360	680
5e4b9e394d1e4ccaca5ec694	User2	366831087	2020-02-18 09:20:09.720992	Mozilla/5.0 (Android 9; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0	360	736	360	680	360	680
5e4ba01b4d1e4ccaca5ec74b	User1	366831387	2020-02-18 09:28:11.189015	Mozilla/5.0 (Linux; Android 9; Mi A1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Mobile Safari/537.36	360	640	360	560	360	560
5e4ba1c64d1e4ccaca5ec917	User1	366831667	2020-02-18 09:35:18.380929	Mozilla/5.0 (Linux; Android 9; Mi A1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Mobile Safari/537.36	360	640	360	560	360	560
5e4ba8354d1e4ccaca5ecaf7	User2	366832702	2020-02-18 10:02:45.276243	Mozilla/5.0 (Android 9; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0	360	736	360	434	360	589
5e4ba84c4d1e4ccaca5ecbbe	User2	366832722	2020-02-18 10:03:08.327076	Mozilla/5.0 (Android 9; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0	360	736	360	680	360	680
5e4ba8aa4d1e4ccaca5ecbc8	User1	366832780	2020-02-18 10:04:42.319207	Mozilla/5.0 (Linux; Android 9; Mi A1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Mobile Safari/537.36	360	640	360	560	360	560
5e4badcc4d1e4ccaca5ecead	User1	366833628	2020-02-18 10:26:36.362806	Mozilla/5.0 (Linux; Android 9; Mi A1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Mobile Safari/537.36	360	640	360	355	360	355
5e4bb01f4d1e4ccaca5ecf3e	Alluserspreauth	366833989	2020-02-18 10:36:31.509901	Mozilla/5.0 (Linux; Android 8.0.0; F5121) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.99 Mobile Safari/537.36	360	640	360	222	360	588
5e4bb02e4d1e4ccaca5ecf89	User4	366834000	2020-02-18 10:36:46.552397	Mozilla/5.0 (Linux; Android 8.0.0; F5121) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.99 Mobile Safari/537.36	360	640	360	512	360	512
5e4bb0834d1e4ccaca5ed20a	Alluserspreauth	366834065	2020-02-18 10:38:11.395768	Mozilla/5.0 (Linux; Android 8.1.0; Moto G (5S) Plus) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Mobile Safari/537.36	424	753	424	296	424	712
5e4bb0924d1e4ccaca5ed30c	User5	366834077	2020-02-18 10:38:26.519665	Mozilla/5.0 (Linux; Android 8.1.0; Moto G (5S) Plus) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Mobile Safari/537.36	424	753	424	626	424	626
5e4bb5af4d1e4ccaca5edd62	User9	366834918	2020-02-18 11:00:15.919009	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0	1760	990	1699	872	1699	872
5e4bb8d64d1e4ccaca5edd80	Alluserspreauth	366835253	2020-02-18 11:13:42.379673	Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1	375	667	375	553	375	587
5e4bb8dd4d1e4ccaca5edd8f	User7	366835258	2020-02-18 11:13:49.028516	Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1	375	667	375	553	375	553
5e4bb8ff4d1e4ccaca5ede61	User7	366835279	2020-02-18 11:14:23.358915	Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1	375	667	375	553	375	553
5e4bb9524d1e4ccaca5ee42a	User7	366835349	2020-02-18 11:15:46.760342	Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1	375	667	375	553	375	553
5e4bbb7c4d1e4ccaca5eee2e	Alluserspreauth	366835567	2020-02-18 11:25:00.895591	Mozilla/5.0 (Linux; Android 8.1.0; Moto G (5S) Plus) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Mobile Safari/537.36	424	753	424	344	424	587
5e4bbb8c4d1e4ccaca5eeebb	User5	366835575	2020-02-18 11:25:16.021606	Mozilla/5.0 (Linux; Android 8.1.0; Moto G (5S) Plus) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Mobile Safari/537.36	424	753	424	626	424	626
5e4bbb904d1e4ccaca5eeecb	Alluserspreauth	366835577	2020-02-18 11:25:20.198178	Mozilla/5.0 (Linux; Android 9; Mi A1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.99 Mobile Safari/537.36	360	640	360	560	360	588
5e4bbbce4d1e4ccaca5ef1c8	Alluserspreauth	366835628	2020-02-18 11:26:22.943888	Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1	375	812	375	563	375	635
5e4bbbec4d1e4ccaca5ef255	User8	366835650	2020-02-18 11:26:52.354139	Mozilla/5.0 (iPhone; CPU iPhone OS 13_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.5 Mobile/15E148 Safari/604.1	375	812	375	635	375	635
5e4bbc354d1e4ccaca5ef76a	User6	366835708	2020-02-18 11:28:05.321024	Mozilla/5.0 (Linux; Android 9; Mi A1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.99 Mobile Safari/537.36	360	640	360	560	360	560
5e4bbc654d1e4ccaca5efbb2	User1	366835795	2020-02-18 11:28:53.483153	Mozilla/5.0 (Linux; Android 9; Mi A1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Mobile Safari/537.36	360	640	360	263	360	588
5e4bbc6f4d1e4ccaca5efcfd	User1	366835805	2020-02-18 11:29:03.665831	Mozilla/5.0 (Linux; Android 9; Mi A1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.136 Mobile Safari/537.36	360	640	360	560	360	560
5e4bbec04d1e4ccaca5f1a2f	User7	366836222	2020-02-18 11:38:56.315529	Mozilla/5.0 (iPhone; CPU iPhone OS 13_2_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.0.3 Mobile/15E148 Safari/604.1	375	667	375	553	375	553
5e4bbf784d1e4ccaca5f1e7f	Alluserspreauth	366836290	2020-02-18 11:42:00.667075	Mozilla/5.0 (Linux; Android 8.0.0; PRA-LX1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Mobile Safari/537.36	360	640	360	269	360	588
5e4bbf894d1e4ccaca5f1f69	User3	366836300	2020-02-18 11:42:17.618675	Mozilla/5.0 (Linux; Android 8.0.0; PRA-LX1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Mobile Safari/537.36	360	640	360	518	360	518
5e4bbf8a4d1e4ccaca5f1f80	User9	366836301	2020-02-18 11:42:18.180668	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0	1760	990	1699	872	1699	872
5e4bbf924d1e4ccaca5f203d	User9	366836307	2020-02-18 11:42:26.334520	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0	1760	990	1699	872	1699	872
5e4bbf964d1e4ccaca5f208d	User6	366836309	2020-02-18 11:42:30.181302	Mozilla/5.0 (Linux; Android 9; Mi A1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.99 Mobile Safari/537.36	360	640	360	560	360	560
5e4bc0734d1e4ccaca5f2e8b	User6	366836454	2020-02-18 11:46:11.880673	Mozilla/5.0 (Linux; Android 9; Mi A1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.99 Mobile Safari/537.36	360	640	360	560	360	713
5e4bc3034d1e4ccaca5f2feb	User8	366836570	2020-02-18 11:57:07.924823	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0	1920	1080	1853	928	1853	928
5e4bc3e54d1e4ccaca5f2ff9	User9	366836581	2020-02-18 12:00:53.444020	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:73.0) Gecko/20100101 Firefox/73.0	1760	990	1699	872	1699	872
5e4bc4ce4d1e4ccaca5f311c	User3	366836610	2020-02-18 12:04:46.106416	Mozilla/5.0 (Linux; Android 8.0.0; PRA-LX1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.87 Mobile Safari/537.36	360	640	360	518	360	518
