session_id,event_type,screen_x,screen_y,timestamp,is_bot
0c1d6516-6fff-4240-b4c9-2645297949b5,mouse_move,122.0,184.0,404,1
0c1d6516-6fff-4240-b4c9-2645297949b5,mouse_move,172.0,219.0,451,1
0c1d6516-6fff-4240-b4c9-2645297949b5,mouse_move,223.0,253.0,547,1
0c1d6516-6fff-4240-b4c9-2645297949b5,mouse_move,273.0,288.0,643,1
0c1d6516-6fff-4240-b4c9-2645297949b5,mouse_move,323.0,323.0,755,1
0c1d6516-6fff-4240-b4c9-2645297949b5,mouse_move,373.0,358.0,802,1
0c1d6516-6fff-4240-b4c9-2645297949b5,mouse_move,424.0,392.0,850,1
0c1d6516-6fff-4240-b4c9-2645297949b5,mouse_move,474.0,427.0,897,1
0c1d6516-6fff-4240-b4c9-2645297949b5,mouse_move,524.0,462.0,977,1
0c1d6516-6fff-4240-b4c9-2645297949b5,mouse_move,574.0,497.0,1025,1
0c1d6516-6fff-4240-b4c9-2645297949b5,mouse_move,625.0,531.0,1109,1
df510e88-3c43-4157-a58d-9ee7f96b7f90,mouse_move,116.0,66.0,397,1
df510e88-3c43-4157-a58d-9ee7f96b7f90,mouse_move,159.0,102.0,461,1
df510e88-3c43-4157-a58d-9ee7f96b7f90,mouse_move,203.0,138.0,541,1
df510e88-3c43-4157-a58d-9ee7f96b7f90,mouse_move,246.0,174.0,589,1
df510e88-3c43-4157-a58d-9ee7f96b7f90,mouse_move,290.0,210.0,653,1
df510e88-3c43-4157-a58d-9ee7f96b7f90,mouse_move,333.0,246.0,750,1
df510e88-3c43-4157-a58d-9ee7f96b7f90,mouse_move,377.0,281.0,830,1
df510e88-3c43-4157-a58d-9ee7f96b7f90,mouse_move,420.0,317.0,893,1
df510e88-3c43-4157-a58d-9ee7f96b7f90,mouse_move,464.0,353.0,974,1
df510e88-3c43-4157-a58d-9ee7f96b7f90,mouse_move,507.0,389.0,1021,1
df510e88-3c43-4157-a58d-9ee7f96b7f90,mouse_move,551.0,425.0,1085,1
a35c03a0-197c-473a-8149-86a95819182b,mouse_move,176.0,166.0,402,1
a35c03a0-197c-473a-8149-86a95819182b,mouse_move,249.0,230.0,481,1
a35c03a0-197c-473a-8149-86a95819182b,mouse_move,322.0,293.0,577,1
a35c03a0-197c-473a-8149-86a95819182b,mouse_move,396.0,357.0,657,1
a35c03a0-197c-473a-8149-86a95819182b,mouse_move,469.0,420.0,753,1
8de7a11c-be43-4de7-8d86-759e60ac9141,mouse_move,162.0,168.0,401,1
8de7a11c-be43-4de7-8d86-759e60ac9141,mouse_move,207.0,206.0,448,1
8de7a11c-be43-4de7-8d86-759e60ac9141,mouse_move,253.0,244.0,547,1
8de7a11c-be43-4de7-8d86-759e60ac9141,mouse_move,298.0,282.0,627,1
8de7a11c-be43-4de7-8d86-759e60ac9141,mouse_move,344.0,320.0,690,1
8de7a11c-be43-4de7-8d86-759e60ac9141,mouse_move,389.0,358.0,787,1
8de7a11c-be43-4de7-8d86-759e60ac9141,mouse_move,435.0,395.0,882,1
8de7a11c-be43-4de7-8d86-759e60ac9141,mouse_move,480.0,433.0,978,1
8de7a11c-be43-4de7-8d86-759e60ac9141,mouse_move,526.0,471.0,1057,1
8de7a11c-be43-4de7-8d86-759e60ac9141,mouse_move,571.0,509.0,1121,1
8de7a11c-be43-4de7-8d86-759e60ac9141,mouse_move,617.0,547.0,1168,1
505793da-5837-408c-9360-208743e4aa8e,mouse_move,87.0,84.0,407,1
505793da-5837-408c-9360-208743e4aa8e,mouse_move,155.0,137.0,502,1
505793da-5837-408c-9360-208743e4aa8e,mouse_move,222.0,191.0,549,1
505793da-5837-408c-9360-208743e4aa8e,mouse_move,290.0,244.0,661,1
505793da-5837-408c-9360-208743e4aa8e,mouse_move,357.0,298.0,729,1
505793da-5837-408c-9360-208743e4aa8e,mouse_move,425.0,351.0,840,1
505793da-5837-408c-9360-208743e4aa8e,mouse_move,492.0,405.0,887,1
505793da-5837-408c-9360-208743e4aa8e,mouse_move,560.0,458.0,967,1
505793da-5837-408c-9360-208743e4aa8e,mouse_move,627.0,512.0,1061,1
65e91a29-0526-475a-ad40-1dbbf5855cf3,mouse_move,82.0,106.0,428,1
65e91a29-0526-475a-ad40-1dbbf5855cf3,mouse_move,129.0,139.0,507,1
65e91a29-0526-475a-ad40-1dbbf5855cf3,mouse_move,177.0,171.0,618,1
65e91a29-0526-475a-ad40-1dbbf5855cf3,mouse_move,224.0,204.0,667,1
65e91a29-0526-475a-ad40-1dbbf5855cf3,mouse_move,272.0,237.0,714,1
65e91a29-0526-475a-ad40-1dbbf5855cf3,mouse_move,319.0,270.0,762,1
65e91a29-0526-475a-ad40-1dbbf5855cf3,mouse_move,367.0,302.0,809,1
65e91a29-0526-475a-ad40-1dbbf5855cf3,mouse_move,414.0,335.0,888,1
65e91a29-0526-475a-ad40-1dbbf5855cf3,mouse_move,462.0,368.0,983,1
65e91a29-0526-475a-ad40-1dbbf5855cf3,mouse_move,509.0,401.0,1062,1
65e91a29-0526-475a-ad40-1dbbf5855cf3,mouse_move,557.0,433.0,1158,1
65e91a29-0526-475a-ad40-1dbbf5855cf3,mouse_move,604.0,466.0,1190,1
65e91a29-0526-475a-ad40-1dbbf5855cf3,mouse_move,652.0,499.0,1270,1
65e91a29-0526-475a-ad40-1dbbf5855cf3,mouse_move,699.0,532.0,1364,1
65e91a29-0526-475a-ad40-1dbbf5855cf3,mouse_move,747.0,564.0,1428,1
ac1cf3a6-949f-446b-8684-48e9b9af3e20,mouse_move,142.0,112.0,396,1
ac1cf3a6-949f-446b-8684-48e9b9af3e20,mouse_move,169.0,160.0,476,1
ac1cf3a6-949f-446b-8684-48e9b9af3e20,mouse_move,196.0,208.0,524,1
ac1cf3a6-949f-446b-8684-48e9b9af3e20,mouse_move,223.0,256.0,603,1
ac1cf3a6-949f-446b-8684-48e9b9af3e20,mouse_move,251.0,304.0,651,1
ac1cf3a6-949f-446b-8684-48e9b9af3e20,mouse_move,278.0,352.0,682,1
ac1cf3a6-949f-446b-8684-48e9b9af3e20,mouse_move,305.0,400.0,777,1
ac1cf3a6-949f-446b-8684-48e9b9af3e20,mouse_move,332.0,449.0,887,1
ac1cf3a6-949f-446b-8684-48e9b9af3e20,mouse_move,359.0,497.0,935,1
ac1cf3a6-949f-446b-8684-48e9b9af3e20,mouse_move,387.0,545.0,1014,1
ac1cf3a6-949f-446b-8684-48e9b9af3e20,mouse_move,414.0,593.0,1046,1
ac1cf3a6-949f-446b-8684-48e9b9af3e20,mouse_move,441.0,641.0,1093,1
11bd9365-569e-4e53-b3cc-405cc056bff5,mouse_move,75.0,138.0,390,1
11bd9365-569e-4e53-b3cc-405cc056bff5,mouse_move,109.0,172.0,486,1
11bd9365-569e-4e53-b3cc-405cc056bff5,mouse_move,143.0,207.0,565,1
11bd9365-569e-4e53-b3cc-405cc056bff5,mouse_move,176.0,241.0,645,1
11bd9365-569e-4e53-b3cc-405cc056bff5,mouse_move,210.0,275.0,693,1
11bd9365-569e-4e53-b3cc-405cc056bff5,mouse_move,244.0,309.0,788,1
11bd9365-569e-4e53-b3cc-405cc056bff5,mouse_move,278.0,344.0,884,1
11bd9365-569e-4e53-b3cc-405cc056bff5,mouse_move,312.0,378.0,980,1
11bd9365-569e-4e53-b3cc-405cc056bff5,mouse_move,346.0,412.0,1060,1
11bd9365-569e-4e53-b3cc-405cc056bff5,mouse_move,379.0,446.0,1107,1
11bd9365-569e-4e53-b3cc-405cc056bff5,mouse_move,413.0,481.0,1154,1
207888be-85c1-4d89-aed9-ba6841df3a67,mouse_move,196.0,199.0,400,1
207888be-85c1-4d89-aed9-ba6841df3a67,mouse_move,250.0,260.0,511,1
207888be-85c1-4d89-aed9-ba6841df3a67,mouse_move,304.0,320.0,591,1
207888be-85c1-4d89-aed9-ba6841df3a67,mouse_move,358.0,380.0,687,1
207888be-85c1-4d89-aed9-ba6841df3a67,mouse_move,412.0,441.0,765,1
207888be-85c1-4d89-aed9-ba6841df3a67,mouse_move,466.0,502.0,812,1
0a18ee53-774d-40cd-837f-a67e8b7280a4,mouse_move,51.0,89.0,397,1
0a18ee53-774d-40cd-837f-a67e8b7280a4,mouse_move,127.0,146.0,478,1
0a18ee53-774d-40cd-837f-a67e8b7280a4,mouse_move,204.0,203.0,541,1
0a18ee53-774d-40cd-837f-a67e8b7280a4,mouse_move,280.0,260.0,637,1
0a18ee53-774d-40cd-837f-a67e8b7280a4,mouse_move,356.0,317.0,700,1
0a18ee53-774d-40cd-837f-a67e8b7280a4,mouse_move,433.0,373.0,766,1
0a18ee53-774d-40cd-837f-a67e8b7280a4,mouse_move,509.0,430.0,845,1
0a18ee53-774d-40cd-837f-a67e8b7280a4,mouse_move,585.0,487.0,926,1
0a18ee53-774d-40cd-837f-a67e8b7280a4,mouse_move,662.0,544.0,1022,1
c083faf6-ad2f-4b2c-9285-a8cce87530b7,mouse_move,76.0,198.0,396,1
c083faf6-ad2f-4b2c-9285-a8cce87530b7,mouse_move,147.0,253.0,445,1
c083faf6-ad2f-4b2c-9285-a8cce87530b7,mouse_move,219.0,308.0,540,1
c083faf6-ad2f-4b2c-9285-a8cce87530b7,mouse_move,290.0,364.0,588,1
c083faf6-ad2f-4b2c-9285-a8cce87530b7,mouse_move,361.0,419.0,667,1
c083faf6-ad2f-4b2c-9285-a8cce87530b7,mouse_move,433.0,474.0,714,1
c083faf6-ad2f-4b2c-9285-a8cce87530b7,mouse_move,504.0,529.0,810,1
c083faf6-ad2f-4b2c-9285-a8cce87530b7,mouse_move,575.0,585.0,874,1
c083faf6-ad2f-4b2c-9285-a8cce87530b7,mouse_move,647.0,640.0,970,1
9700e44c-7fab-4ce0-8e73-212babeb45f9,mouse_move,151.0,91.0,383,1
9700e44c-7fab-4ce0-8e73-212babeb45f9,mouse_move,224.0,168.0,447,1
9700e44c-7fab-4ce0-8e73-212babeb45f9,mouse_move,297.0,245.0,494,1
9700e44c-7fab-4ce0-8e73-212babeb45f9,mouse_move,370.0,322.0,573,1
9700e44c-7fab-4ce0-8e73-212babeb45f9,mouse_move,443.0,400.0,621,1
9700e44c-7fab-4ce0-8e73-212babeb45f9,mouse_move,516.0,477.0,669,1
9700e44c-7fab-4ce0-8e73-212babeb45f9,mouse_move,589.0,554.0,732,1
10c82827-a723-4355-a741-097d7240467a,mouse_move,121.0,111.0,427,1
10c82827-a723-4355-a741-097d7240467a,mouse_move,153.0,160.0,475,1
10c82827-a723-4355-a741-097d7240467a,mouse_move,185.0,209.0,554,1
10c82827-a723-4355-a741-097d7240467a,mouse_move,218.0,259.0,617,1
10c82827-a723-4355-a741-097d7240467a,mouse_move,250.0,308.0,697,1
10c82827-a723-4355-a741-097d7240467a,mouse_move,282.0,357.0,745,1
10c82827-a723-4355-a741-097d7240467a,mouse_move,314.0,406.0,841,1
10c82827-a723-4355-a741-097d7240467a,mouse_move,346.0,455.0,923,1
10c82827-a723-4355-a741-097d7240467a,mouse_move,379.0,505.0,967,1
10c82827-a723-4355-a741-097d7240467a,mouse_move,411.0,554.0,1031,1
3cab0fe4-7fe4-49ea-bf41-a7a4eda6ee19,mouse_move,186.0,175.0,402,1
3cab0fe4-7fe4-49ea-bf41-a7a4eda6ee19,mouse_move,266.0,253.0,497,1
3cab0fe4-7fe4-49ea-bf41-a7a4eda6ee19,mouse_move,346.0,331.0,544,1
3cab0fe4-7fe4-49ea-bf41-a7a4eda6ee19,mouse_move,426.0,409.0,607,1
3cab0fe4-7fe4-49ea-bf41-a7a4eda6ee19,mouse_move,507.0,488.0,702,1
3cab0fe4-7fe4-49ea-bf41-a7a4eda6ee19,mouse_move,587.0,566.0,766,1
3cab0fe4-7fe4-49ea-bf41-a7a4eda6ee19,mouse_move,667.0,644.0,829,1
31d2a79c-0d31-431c-af2f-b429721e00cd,mouse_move,147.0,94.0,394,1
31d2a79c-0d31-431c-af2f-b429721e00cd,mouse_move,191.0,134.0,458,1
31d2a79c-0d31-431c-af2f-b429721e00cd,mouse_move,235.0,173.0,537,1
31d2a79c-0d31-431c-af2f-b429721e00cd,mouse_move,278.0,213.0,600,1
31d2a79c-0d31-431c-af2f-b429721e00cd,mouse_move,322.0,253.0,647,1
31d2a79c-0d31-431c-af2f-b429721e00cd,mouse_move,366.0,292.0,711,1
31d2a79c-0d31-431c-af2f-b429721e00cd,mouse_move,410.0,332.0,790,1
31d2a79c-0d31-431c-af2f-b429721e00cd,mouse_move,454.0,371.0,870,1
